cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101
RECAL 3 0 9999 9999 64 4 80,-2292,-317835,-305819,-294792,-284749,-275537,-267197,-259622,-252905,-247032,-241973,-237720,-234274,-231624,-229761,-228693,-228392,-228868,-230118,-232139,-234959,-238550,-242946,-248037,-253919,-260580,-268079,-276375,-285537,-295497,-306381,-318023,-330779,-344524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2232 64 4 80,-2830,-509880,-503510,-490095,-466376,-433437,-397434,-363261,-332714,-306037,-283291,-264239,-248999,-237413,-229545,-225422,-225015,-228312,-235349,-246138,-260616,-278552,-300346,-325739,-354521,-386080,-419670,-452308,-480996,-500967,-510869,-516219,-518378,-518063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2370,-329756,-315763,-302765,-290933,-280159,-270417,-261647,-253840,-246989,-241099,-236143,-232077,-228898,-226573,-225119,-224515,-224759,-225828,-227740,-230505,-234084,-238511,-243791,-249901,-256879,-264774,-273630,-283401,-294089,-305748,-318441,-332198,-347109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2309 64 4 80,-2248,-468259,-443113,-415783,-388368,-361670,-337027,-314569,-294531,-276966,-261820,-249104,-238950,-231221,-225931,-223049,-222580,-224516,-228842,-235558,-244511,-255950,-269793,-285910,-304236,-324742,-347212,-371189,-396753,-422670,-447720,-470407,-489012,-501850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2379,-321817,-307974,-295335,-284011,-273513,-264064,-255633,-248220,-241742,-236210,-231626,-227987,-225279,-223454,-222512,-222434,-223224,-224884,-227405,-230725,-234945,-240035,-245987,-252800,-260483,-269079,-278588,-289064,-300533,-313113,-326699,-341410,-357188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2320 64 4 80,-1436,-333898,-319618,-306254,-293890,-282504,-272068,-262627,-254195,-246855,-240374,-234873,-230361,-226827,-224264,-222670,-222039,-222377,-223688,-225968,-229210,-233410,-238600,-244750,-251837,-259761,-268745,-278636,-289405,-300979,-313415,-326600,-340592,-355031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2372,-327240,-312935,-300008,-288110,-277239,-267443,-258649,-250837,-243987,-238063,-233125,-229102,-225968,-223705,-222306,-221777,-222100,-223278,-225264,-228123,-231815,-236357,-241753,-247997,-255086,-263073,-272044,-281952,-292798,-304581,-317411,-331280,-346281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2311 64 4 80,1005,-293715,-285707,-278103,-270932,-264213,-258022,-252215,-246890,-242046,-237698,-233845,-230504,-227690,-225392,-223621,-222407,-221766,-221707,-222239,-223372,-225110,-227434,-230424,-234058,-238340,-243295,-248908,-255191,-262195,-269841,-278091,-287033,-296579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2316,-312756,-300489,-289326,-279109,-269973,-261610,-254157,-247598,-241884,-237008,-232955,-229752,-227314,-225700,-224904,-224920,-225737,-227357,-229770,-232987,-236964,-241802,-247438,-253885,-261188,-269328,-278360,-288258,-298872,-310485,-323014,-336546,-351123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2258 64 4 80,1942,-466139,-444987,-421781,-397781,-374278,-352084,-331361,-312323,-295054,-279627,-266009,-254413,-244580,-236671,-230727,-226755,-224784,-224851,-226979,-231176,-237436,-245839,-256343,-269066,-283984,-301012,-320243,-341294,-364411,-389100,-414814,-440039,-463362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2381,-317305,-305177,-294106,-284049,-275032,-266773,-259410,-252931,-247323,-242530,-238565,-235420,-233111,-231613,-230904,-230976,-231833,-233471,-235919,-239150,-243115,-247920,-253516,-259947,-267197,-275285,-284243,-294056,-304891,-316748,-329603,-343521,-358472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2323 64 4 80,2561,-516703,-513198,-506804,-496390,-477047,-448479,-416267,-384211,-354575,-327655,-304053,-283750,-266648,-252784,-242177,-234790,-230768,-230024,-232670,-238828,-248571,-261957,-279114,-300075,-324872,-353340,-385534,-421066,-456677,-486332,-502541,-510413,-515109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2107,-326637,-313924,-302300,-291467,-281469,-272313,-263959,-256367,-249591,-243566,-238217,-233631,-229804,-226709,-224384,-222827,-222019,-221984,-222699,-224196,-226484,-229569,-233457,-238166,-243699,-250043,-257181,-265185,-274050,-283844,-294527,-306207,-318914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2173 64 4 80,-2705,-510810,-501618,-486466,-464638,-437073,-405769,-372943,-341585,-313062,-288091,-266884,-249628,-236318,-226845,-221284,-219604,-221770,-227717,-237370,-250659,-267523,-287488,-310758,-336864,-365069,-394656,-424669,-453965,-480619,-499997,-511272,-515518,-517676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2138,-321666,-308636,-296415,-285141,-274675,-265056,-256282,-248370,-241296,-235043,-229687,-225055,-221209,-218182,-215969,-214580,-214008,-214247,-215290,-217149,-219836,-223335,-227684,-232875,-238946,-245913,-253648,-262383,-272052,-282680,-294249,-306858,-320493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2203 64 4 80,-2115,-455044,-432459,-408705,-384065,-359615,-335962,-313622,-293053,-274601,-258466,-244908,-233735,-224996,-218667,-214743,-213197,-213998,-217081,-222491,-230193,-240155,-252310,-266653,-283016,-301177,-321093,-342587,-364999,-388136,-411493,-434614,-457204,-478825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2043,-318844,-306411,-294969,-284245,-274270,-265111,-256741,-249186,-242393,-236353,-231120,-226637,-222871,-219827,-217510,-215926,-215075,-214959,-215569,-216932,-219045,-221908,-225540,-229945,-235133,-241131,-248003,-255721,-264356,-273859,-284279,-295602,-307885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2110 64 4 80,-1269,-315842,-303449,-291778,-280820,-270649,-261285,-252692,-244947,-238079,-232109,-227044,-222856,-219549,-217105,-215547,-214816,-214928,-215869,-217652,-220267,-223699,-227940,-232927,-238666,-245168,-252383,-260330,-268970,-278283,-288218,-298553,-309620,-321173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2035,-316076,-303821,-292500,-282053,-272455,-263524,-255348,-247955,-241313,-235404,-230257,-225848,-222182,-219238,-217006,-215482,-214683,-214598,-215227,-216594,-218672,-221509,-225096,-229433,-234548,-240451,-247139,-254634,-263055,-272349,-282567,-293667,-305721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2102 64 4 80,1131,-315991,-304890,-294300,-284233,-274707,-265789,-257567,-249953,-243027,-236800,-231320,-226585,-222607,-219407,-216975,-215344,-214539,-214556,-215406,-217096,-219643,-223040,-227241,-232386,-238439,-245408,-253278,-262082,-271813,-282452,-293867,-306109,-319148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2120,-310432,-298340,-287224,-276905,-267434,-258776,-250892,-243738,-237329,-231693,-226813,-222695,-219342,-216744,-214938,-213858,-213539,-213993,-215217,-217241,-220066,-223677,-228089,-233267,-239284,-246130,-253834,-262434,-271948,-282420,-293686,-306091,-319552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2184 64 4 80,1982,-464279,-442942,-420208,-397018,-373758,-351132,-329396,-308982,-290197,-273227,-258229,-245309,-234507,-225900,-219497,-215366,-213542,-214020,-216850,-222113,-229820,-240033,-252756,-268050,-285874,-306154,-328813,-353518,-379549,-406299,-432232,-455914,-477006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2113,-321913,-309998,-298959,-288834,-279479,-270884,-263063,-255975,-249597,-243912,-238915,-234626,-231051,-228184,-226018,-224564,-223806,-223750,-224398,-225763,-227854,-230670,-234235,-238532,-243587,-249344,-255865,-263220,-271394,-280403,-290315,-301108,-312771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2179 64 4 80,2570,-516668,-513765,-508747,-497254,-478739,-452200,-422074,-390568,-360102,-331849,-306495,-284270,-265333,-249781,-237749,-228969,-223648,-221864,-223727,-229328,-238752,-252112,-269468,-290911,-316481,-346394,-380484,-417991,-455305,-485431,-500599,-509397,-513678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-484,-225894,-225603,-225337,-225091,-224884,-224689,-224516,-224375,-224256,-224154,-224078,-224027,-223988,-223974,-223982,-224005,-224046,-224102,-224184,-224278,-224388,-224506,-224646,-224800,-224966,-225144,-225332,-225533,-225757,-225984,-226217,-226468,-226727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -431 64 4 80,2545,-516717,-514734,-510827,-501179,-484854,-459007,-428752,-396790,-365661,-336792,-310769,-287916,-268288,-251982,-239161,-229797,-223966,-221663,-222950,-227849,-236292,-248638,-264925,-285245,-309706,-338550,-371582,-408569,-446075,-478059,-496384,-507310,-513277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-416,-224171,-223950,-223750,-223569,-223411,-223267,-223153,-223045,-222956,-222893,-222846,-222817,-222802,-222794,-222815,-222843,-222885,-222943,-223015,-223100,-223199,-223305,-223431,-223569,-223706,-223863,-224028,-224200,-224381,-224571,-224767,-224972,-225181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -366 64 4 80,1950,-479615,-460005,-437940,-414752,-391213,-368120,-346056,-325266,-306089,-288890,-273258,-259576,-247939,-238389,-230991,-225805,-222840,-222142,-223720,-227611,-233851,-242467,-253486,-266992,-282918,-301078,-321802,-344742,-369493,-395837,-422440,-447903,-470543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-777,-225043,-223817,-222680,-221654,-220715,-219873,-219120,-218450,-217874,-217384,-216982,-216657,-216424,-216265,-216186,-216192,-216267,-216429,-216654,-216957,-217332,-217782,-218302,-218882,-219527,-220238,-221006,-221839,-222731,-223675,-224677,-225733,-226842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -719 64 4 80,1084,-309192,-298934,-289124,-279745,-270915,-262672,-255040,-248049,-241706,-236015,-231060,-226800,-223235,-220381,-218250,-216842,-216188,-216273,-217115,-218732,-221143,-224338,-228338,-233165,-238834,-245333,-252713,-260967,-270079,-280034,-290806,-302348,-314694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-753,-225342,-224179,-223118,-222144,-221260,-220463,-219755,-219126,-218585,-218122,-217740,-217443,-217227,-217083,-217015,-217028,-217110,-217263,-217483,-217774,-218127,-218550,-219032,-219568,-220174,-220835,-221550,-222329,-223161,-224034,-224970,-225962,-226995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -695 64 4 80,-1315,-329801,-316068,-303228,-291225,-280039,-269727,-260321,-251847,-244306,-237744,-232052,-227275,-223414,-220469,-218419,-217265,-217011,-217642,-219183,-221616,-224934,-229133,-234194,-240125,-246898,-254380,-262784,-271992,-281991,-292691,-304094,-316167,-328837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-275,-216217,-216115,-216023,-215937,-215870,-215806,-215753,-215712,-215673,-215645,-215623,-215611,-215599,-215599,-215601,-215611,-215626,-215650,-215673,-215706,-215739,-215776,-215817,-215862,-215910,-215957,-216014,-216065,-216119,-216181,-216240,-216301,-216363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -224 64 4 80,-2142,-465501,-442005,-417783,-392529,-367277,-342971,-319961,-298782,-280021,-263197,-248855,-236980,-227667,-220869,-216599,-214854,-215584,-218734,-224277,-232184,-242433,-254934,-269692,-286547,-305100,-325560,-347508,-370442,-394298,-418324,-441835,-464512,-484951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-522,-224478,-224010,-223586,-223197,-222843,-222530,-222242,-221985,-221770,-221563,-221397,-221255,-221150,-221066,-220996,-220967,-220956,-220965,-221009,-221060,-221147,-221245,-221363,-221504,-221669,-221845,-222047,-222261,-222489,-222739,-223000,-223277,-223564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -458 64 4 80,-2723,-509186,-498675,-482346,-457710,-427526,-394537,-361393,-330545,-302956,-279398,-259366,-243301,-231134,-222866,-218432,-217779,-220889,-227735,-238444,-252854,-270932,-292437,-317126,-344594,-374177,-404630,-435367,-464856,-489162,-505407,-514077,-517993,-518344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2301,-318422,-305628,-293907,-283216,-273461,-264623,-256644,-249555,-243287,-237831,-233192,-229366,-226343,-224120,-222703,-222085,-222264,-223236,-225000,-227553,-230901,-235024,-239951,-245670,-252148,-259429,-267536,-276462,-286251,-296864,-308443,-320963,-334294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2240 64 4 80,-2697,-512357,-505316,-492701,-472025,-442623,-408414,-373948,-342006,-313409,-288689,-267731,-250493,-237095,-227608,-221959,-220108,-222011,-227627,-236924,-249708,-266248,-286409,-310025,-337000,-366972,-399203,-431956,-462587,-487537,-503165,-511993,-517581,-518092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2270,-312511,-299697,-288017,-277285,-267533,-258701,-250804,-243803,-237743,-232464,-228061,-224499,-221771,-219870,-218782,-218496,-219006,-220292,-222363,-225215,-228841,-233240,-238450,-244449,-251172,-258757,-267170,-276383,-286423,-297271,-309039,-321714,-335390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2210 64 4 80,-2107,-467807,-445563,-420683,-394773,-368880,-344242,-321255,-300380,-281980,-265823,-251983,-240548,-231454,-224729,-220341,-218279,-218492,-220993,-225763,-232812,-242134,-253681,-267460,-283443,-301707,-322059,-344218,-367811,-392729,-417973,-442559,-465128,-484533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2356,-319172,-305087,-292303,-280660,-270129,-260602,-252145,-244664,-238099,-232467,-227738,-223891,-220921,-218816,-217588,-217206,-217684,-219005,-221161,-224177,-228028,-232718,-238308,-244753,-252077,-260308,-269467,-279559,-290596,-302572,-315415,-329416,-344445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2296 64 4 80,-1262,-327716,-314655,-302332,-290847,-280068,-270043,-260884,-252614,-245242,-238732,-233088,-228327,-224471,-221398,-219171,-217769,-217202,-217459,-218539,-220430,-223107,-226538,-230741,-235709,-241434,-247903,-255087,-263019,-271552,-280869,-290864,-301468,-312746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2362,-315168,-301486,-289081,-277790,-267586,-258424,-250282,-243092,-236826,-231492,-227046,-223456,-220740,-218882,-217873,-217717,-218400,-219926,-222287,-225480,-229512,-234373,-240107,-246708,-254172,-262549,-271851,-282083,-293264,-305432,-318652,-332724,-348045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2303 64 4 80,1140,-321589,-309981,-298951,-288699,-278899,-269768,-261315,-253591,-246578,-240278,-234718,-229935,-225892,-222630,-220171,-218513,-217669,-217645,-218460,-220074,-222545,-225884,-230109,-235215,-241256,-248202,-256069,-264893,-274588,-285204,-296684,-309130,-322425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2284,-308373,-296265,-285235,-275126,-265892,-257555,-250102,-243477,-237667,-232671,-228495,-225120,-222556,-220749,-219728,-219486,-220012,-221302,-223351,-226159,-229714,-234014,-239086,-244918,-251515,-258903,-267114,-276167,-285919,-296577,-308178,-320648,-334080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2225 64 4 80,1983,-485558,-466190,-443231,-418650,-393277,-368421,-345014,-323147,-303170,-285328,-269473,-255705,-244092,-234625,-227352,-222290,-219468,-218911,-220650,-224723,-231161,-240028,-251354,-265182,-281498,-300372,-321868,-345839,-372045,-400282,-429094,-456544,-479120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,-2296,-312007,-300476,-289991,-280381,-271644,-263743,-256640,-250298,-244736,-239922,-235841,-232498,-229901,-228029,-226879,-226462,-226750,-227767,-229505,-231961,-235128,-239025,-243650,-248983,-255027,-261857,-269433,-277804,-286986,-296968,-307884,-319536,-332239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 -2236 64 4 80,2571,-517166,-515842,-511895,-503426,-489586,-464576,-432471,-398459,-365821,-336329,-310285,-287778,-268692,-253073,-240950,-231980,-226397,-224263,-225613,-230535,-239131,-251447,-267499,-287413,-311338,-339586,-372441,-410401,-451598,-487116,-504631,-511196,-514169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2120,-347135,-332508,-319055,-306660,-295267,-284900,-275366,-266662,-258856,-251952,-245894,-240677,-236285,-232754,-230084,-228197,-227137,-226917,-227534,-228987,-231285,-234444,-238486,-243348,-249066,-255693,-263249,-271730,-281215,-291685,-303071,-315735,-329645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2187 64 4 80,-2793,-510556,-501530,-486184,-460998,-429451,-395732,-362726,-332482,-305580,-282405,-262969,-247602,-235809,-227873,-223750,-223388,-226768,-233853,-244630,-258898,-276708,-298026,-322711,-350682,-381324,-413742,-445423,-473009,-494025,-506313,-513620,-516046,-518335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2130,-346173,-331284,-317432,-304609,-292712,-281738,-271746,-262700,-254580,-247380,-241077,-235678,-231236,-227639,-224923,-223098,-222177,-222152,-223031,-224818,-227500,-231073,-235570,-241008,-247376,-254704,-263033,-272409,-282675,-294147,-306787,-320687,-335900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2196 64 4 80,-2207,-462122,-438775,-414401,-389587,-365206,-341845,-319904,-299780,-282059,-266259,-252775,-241686,-232959,-226667,-222755,-221217,-222051,-225305,-230964,-239042,-249537,-262395,-277634,-295073,-314396,-335993,-359203,-383618,-408490,-433116,-455986,-476314,-492750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2082,-339616,-325235,-311846,-299441,-288046,-277515,-267908,-259181,-251467,-244519,-238421,-233182,-228813,-225280,-222607,-220795,-219827,-219746,-220546,-222233,-224818,-228304,-232716,-238071,-244291,-251538,-259793,-269061,-279386,-290789,-303280,-317020,-331923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2148 64 4 80,-1385,-334559,-321117,-308307,-296152,-284778,-274188,-264485,-255699,-247882,-240994,-235069,-230178,-226163,-223117,-221022,-219871,-219668,-220409,-222076,-224658,-228119,-232477,-237746,-243909,-250938,-258848,-267625,-277109,-287540,-298678,-310606,-323242,-336464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2163,-354482,-338596,-323758,-310016,-297469,-285825,-275133,-265460,-256761,-249048,-242299,-236479,-231688,-227842,-224928,-222945,-221891,-221763,-222578,-224329,-226983,-230615,-235221,-240819,-247413,-255030,-263720,-273485,-284505,-296670,-310102,-324825,-340940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2230 64 4 80,1056,-306593,-297492,-288840,-280540,-272707,-265368,-258515,-252210,-246538,-241327,-236673,-232627,-229185,-226367,-224171,-222616,-221703,-221455,-221869,-222949,-224707,-227153,-230305,-234176,-238716,-244044,-250104,-256923,-264515,-272852,-281951,-291799,-302354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2175,-368043,-351716,-336235,-321861,-308571,-296399,-285267,-275114,-265935,-257787,-250644,-244436,-239144,-234772,-231328,-228798,-227182,-226484,-226691,-227809,-229861,-232847,-236796,-241713,-247607,-254573,-262621,-271739,-281962,-293316,-305878,-319746,-334937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2244 64 4 80,1961,-473371,-452477,-431291,-409772,-388358,-367446,-347584,-328355,-310268,-293579,-278411,-264958,-253262,-243541,-235786,-230096,-226416,-224799,-225275,-227893,-232696,-239771,-248997,-260645,-274696,-291104,-309786,-330781,-353854,-378562,-404247,-429735,-453474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 0 9999 9999 64 4 80,2187,-367643,-351648,-336736,-322964,-310267,-298610,-288113,-278571,-269951,-262250,-255465,-249587,-244576,-240434,-237190,-234773,-233216,-232525,-232713,-233766,-235704,-238533,-242324,-247038,-252689,-259330,-266961,-275625,-285354,-296126,-307945,-321126,-335614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECAL 3 1 9999 2256 64 4 80,2575,-518499,-515580,-510193,-499934,-481913,-455833,-427834,-399082,-371088,-344698,-320279,-298251,-278963,-262783,-249429,-239276,-232429,-229016,-229102,-232806,-240260,-251389,-266413,-285461,-308679,-336296,-368230,-404318,-441854,-473584,-493821,-504054,-510511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
