cmd,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33
RECAL 3 0 9999 64 4 80,-2218,-95412,-84823,-75022,-65972,-57695,-50170,-43406,-37381,-32091,-27506,-23640,-20507,-18021,-16214,-15081,-14640,-14865,-15771,-17345,-19577,-22445,-25963,-30132,-34964,-40473,-46652,-53526,-60953,-69264,-78287,-88062,-999999,-109871
RECAL 3 1 -2157 64 4 80,-2774,-999999,-267885,-263607,-256160,-241686,-219771,-192749,-163314,-133068,-105871,-82098,-61820,-45186,-32255,-22818,-16930,-14578,-15708,-20272,-28239,-39614,-54398,-72327,-94088,-119561,-148872,-181493,-211888,-239435,-257014,-264418,-267708,-269043
RECAL 3 0 9999 64 4 80,-2271,-98677,-87049,-999999,-66530,-57620,-49551,-42303,-35882,-30334,-25463,-21374,-18046,-15464,-13628,-12533,-12168,-12516,-13606,-15441,-18008,-21314,-25365,-30163,-35702,-41868,-48919,-56751,-65391,-74842,-85154,-96242,-108270,-121220
RECAL 3 1 -2211 64 4 80,-2155,-213456,-193197,-172376,-148847,-126490,-105557,-86405,-69181,-54068,-41168,-30465,-22101,-15783,-11674,-9710,-9882,-12184,-16569,-23062,-31674,-42478,-55438,-70561,-87887,-107333,-129014,-152754,-177811,-200742,-223253,-241484,-254420,-261980
RECAL 3 0 9999 64 4 80,-2213,-102044,-90231,-79149,-68977,-59673,-51251,-43661,-36934,-31000,-25869,-21606,-18024,-15216,-13163,-11868,-11304,-11480,-12383,-13982,-16275,-19283,-22979,-27369,-32471,-38280,-44789,-51922,-59905,-68651,-78159,-88428,-99461,-111415
RECAL 3 1 -2152 64 4 80,-1276,-100823,-89562,-78923,-69015,-59854,-51477,-43902,-37132,-999999,-26032,-21661,-18053,-15210,-13122,-11784,-11167,-11284,-12119,-13663,-15921,-18896,-22573,-26945,-32010,-37839,-44343,-51590,-59515,-68149,-77460,-87437,-98012,-109064
RECAL 3 0 9999 64 4 80,-2244,-99714,-87697,-76774,-66535,-57236,-48820,-41252,-34519,-28600,-23499,-19131,-15578,-12818,-10844,-9629,-9192,-9521,-10609,-12408,-14969,-18300,-22373,-27186,-32766,-39083,-46175,-53952,-62496,-71834,-81947,-92853,-104656,-117348
RECAL 3 1 -2184 64 4 80,1201,-100708,-90221,-80165,-70661,-61820,-53524,-45896,-38927,-32641,-27069,-22226,-18130,-14781,-12199,-10395,-9390,-9195,-9818,-11270,-13542,-16593,-20542,-25383,-31122,-37756,-45318,-53843,-63329,-999999,-85077,-97291,-110533,-124741
RECAL 3 0 9999 64 4 80,-2267,-108335,-999999,-85305,-75123,-65832,-57408,-49822,-43171,-37241,-32104,-27749,-24211,-21432,-19425,-18183,-17694,-17963,-18999,-20791,-23358,-26666,-30745,-35567,-41054,-47393,-54534,-62495,-71261,-80838,-91251,-102486,-114629,-127514
RECAL 3 1 -2206 64 4 80,2055,-260171,-250386,-236478,-219843,-201393,-182976,-162212,-141383,-121329,-102381,-84796,-68767,-54533,-42226,-31911,-23785,-17655,-13702,-11941,-12392,-15097,-20126,-27489,-37343,-49692,-64583,-82080,-102197,-125025,-150545,-178325,-203194,-227611
RECAL 3 0 9999 64 4 80,-2280,-101565,-89944,-79206,-69509,-60643,-52679,-45536,-39172,-33594,-28799,-24773,-21568,-19036,-17252,-16205,-15892,-16302,-17442,-19305,-21926,-25284,-29390,-34248,-39859,-46234,-53374,-61285,-69894,-79451,-89866,-101129,-113324,-126483
RECAL 3 1 -2220 64 4 80,2668,-268690,-264634,-255056,-238649,-217007,-193633,-169384,-142943,-117922,-94887,-74302,-56467,-41701,-30121,-21978,-17200,-15855,-18033,-23809,-33237,-46438,-63322,-84521,-110099,-140663,-176747,-212913,-247127,-263780,-267709,-268666,-269469,-270194
RECAL 3 0 9999 64 4 80,2101,-121011,-109893,-99488,-89922,-80870,-72472,-64749,-57704,-51358,-45677,-40649,-36346,-32733,-29771,-27501,-25890,-24959,-24692,-25135,-26240,-28058,-30586,-33811,-37774,-42460,-47891,-54086,-61097,-69035,-77771,-87420,-97892,-109416
RECAL 3 1 2169 64 4 80,-2797,-268157,-265873,-260697,-244751,-216114,-183688,-999999,-119773,-93949,-72197,-54358,-40399,-30248,-23572,-20419,-20771,-24542,-31657,-42043,-55604,-72400,-92073,-114427,-139240,-165840,-191212,-216053,-238027,-254810,-264548,-268603,-270449,-270933
RECAL 3 0 9999 64 4 80,2009,-104278,-94071,-84480,-75566,-67241,-59533,-52445,-45965,-40110,-34886,-30334,-26351,-23030,-20322,-18277,-16857,-16104,-16005,-16553,-17807,-19725,-22350,-25678,-29712,-34467,-39958,-46107,-53070,-60821,-69433,-78845,-89144,-100300
RECAL 3 1 2076 64 4 80,-2188,-237034,-216714,-192745,-168028,-142453,-118584,-97086,-78145,-61619,-47594,-36062,-26928,-20195,-15784,-13631,-13705,-15956,-20392,-26929,-35578,-46099,-58738,-73314,-89608,-107479,-126790,-147265,-168635,-188643,-208114,-226428,-242675,-254802
RECAL 3 0 9999 64 4 80,2112,-112842,-101468,-90773,-80658,-71221,-62447,-54417,-47072,-40450,-34592,-29449,-24994,-21252,-18227,-15901,-14301,-13428,-13271,-13834,-15143,-17216,-20028,-23612,-27946,-33087,-39099,-45949,-53662,-62253,-71807,-82279,-93690,-106017
RECAL 3 1 2179 64 4 80,-1319,-94721,-83112,-72333,-62378,-53370,-45257,-38057,-31745,-26313,-21755,-18095,-15235,-13213,-12024,-11634,-12050,-13227,-15213,-17961,-999999,-25629,-30557,-36183,-42499,-49506,-57144,-65315,-74214,-83688,-93665,-104167,-115126,-126480
RECAL 3 0 9999 64 4 80,2098,-115335,-103650,-92670,-82344,-72808,-63870,-55616,-48044,-41203,-35056,-29622,-24898,-20927,-17672,-15109,-13270,-12131,-11694,-11986,-12979,-14676,-17140,-20347,-24307,-29028,-34525,-40817,-47893,-55883,-64814,-74642,-85421,-97142
RECAL 3 1 2167 64 4 80,1155,-100928,-90270,-80179,-70741,-61964,-53872,-46474,-39772,-33820,-28596,-24059,-20207,-17065,-14641,-12942,-11967,-11701,-12167,-13358,-15305,-18000,-21452,-25664,-30656,-36482,-43091,-50508,-58697,-67658,-77391,-87834,-98914,-110541
RECAL 3 0 9999 64 4 80,2105,-108958,-97457,-86851,-76769,-67360,-58665,-50676,-43370,-36789,-30891,-25711,-21263,-17492,-14398,-12021,-10302,-9277,-8966,-9323,-10401,-12191,-14686,-17915,-21881,-26590,-32054,-38312,-45457,-53407,-62245,-71992,-82655,-94278
RECAL 3 1 2173 64 4 80,2040,-247482,-231070,-210287,-187174,-163032,-138611,-116079,-95604,-77293,-61059,-47044,-35375,-25806,-18376,-13089,-9939,-8946,-10112,-13397,-18888,-26558,-36434,-48493,-62712,-79028,-97239,-117353,-139334,-162489,-185238,-205926,-225697,-242630
RECAL 3 0 9999 64 4 80,2136,-115871,-104309,-93511,-83607,-74385,-65860,-58036,-50886,-44395,-38603,-33507,-29023,-25187,-22034,-19531,-17705,-16535,-16040,-16215,-17084,-18652,-20911,-23906,-27589,-32029,-37195,-43022,-49691,-57145,-65408,-74549,-84545,-95440
RECAL 3 1 2205 64 4 80,2650,-270320,-269298,-267189,-262955,-251126,-228401,-198384,-167649,-136522,-109101,-85724,-65454,-48668,-35327,-25432,-18985,-15979,-16473,-20444,-27890,-38838,-53295,-71278,-92713,-117384,-145204,-175041,-202368,-228278,-248016,-260284,-266344,-269266
RECAL 3 0 9999 64 4 80,-491,-22805,-22464,-22144,-999999,-21572,-21331,-21102,-20917,-20757,-20608,-20491,-20386,-20299,-20235,-20192,-20173,-20166,-20175,-20192,-20234,-20301,-20372,-20456,-20571,-20693,-20813,-20964,-21113,-21297,-21476,-21664,-21875,-22084
RECAL 3 1 -427 64 4 80,2684,-270833,-270613,-269382,-267606,-263097,-249916,-225263,-194083,-162718,-131935,-105377,-82484,-63074,-47193,-34751,-25733,-20133,-17981,-19227,-23935,-32129,-43819,-999999,-77779,-99880,-125265,-154060,-184304,-211983,-236620,-254189,-263662,-267894
RECAL 3 0 9999 64 4 80,-661,-21804,-21047,-20361,-19735,-19157,-18641,-18173,-17759,-17395,-17082,-16818,-16608,-16437,-16315,-16245,-16212,-16222,-16270,-16364,-16493,-16671,-16888,-17128,-17408,-17723,-18072,-18466,-18885,-19331,-19815,-20329,-20873,-21461
RECAL 3 1 -600 64 4 80,2089,-258375,-999999,-226169,-202917,-179682,-154334,-131098,-109756,-90648,-73630,-58812,-46189,-35779,-27565,-21547,-17732,-16223,-17006,-20081,-25496,-33241,-43292,-55503,-70207,-87157,-106155,-127149,-149876,-173838,-195392,-216721,-235145,-249935
RECAL 3 0 9999 64 4 80,-670,-21577,-20744,-19988,-19291,-18665,-18090,-17585,-17138,-16755,-16421,-16152,-15926,-15755,-15640,-15570,-15555,-15589,-15663,-15788,-15964,-16170,-16425,-16717,-17061,-17433,-17846,-18309,-18796,-19320,-19881,-20473,-21095,-21772
RECAL 3 1 -611 64 4 80,1238,-111004,-999999,-88518,-78210,-68602,-59759,-51701,-44420,-37966,-32297,-27436,-23436,-20186,-17769,-16181,-15435,-15534,-16499,-18329,-20996,-24512,-28883,-34115,-40219,-47199,-55054,-63768,-73210,-83618,-94806,-106757,-119499,-132889
RECAL 3 0 9999 64 4 80,-603,-16540,-15862,-15230,-14645,-14116,-13636,-13204,-12825,-12485,-12186,-11933,-11725,-11552,-999999,-11337,-11289,-11273,-11302,-11376,-11468,-11598,-11773,-11976,-12199,-12463,-12760,-13078,-13433,-13813,-14230,-14663,-999999,-15617
RECAL 3 1 -540 64 4 80,-1240,-92236,-81534,-71573,-62384,-53979,-46362,-39512,-33491,-28126,-23512,-19622,-16462,-14018,-12294,-11264,-10913,-11263,-12304,-14021,-16401,-19457,-23167,-27508,-32413,-37981,-44144,-50931,-58273,-66162,-74597,-83530,-92861,-102609
RECAL 3 0 9999 64 4 80,-957,-29137,-27244,-25493,-23888,-22424,-21088,-19899,-18851,-17908,-17109,-16427,-15887,-15464,-15156,-14988,-14932,-14991,-15153,-15460,-15859,-16367,-16995,-17716,-18556,-19484,-20496,-21618,-22844,-24148,-25546,-27052,-28632,-30300
RECAL 3 1 -897 64 4 80,-2140,-235912,-216153,-193371,-170168,-145379,-122456,-101683,-83135,-66947,-52774,-40834,-31127,-23596,-18234,-15003,-13897,-14912,-18022,-23235,-30533,-39864,-51209,-64492,-79648,-96290,-114682,-134550,-155533,-177285,-196259,-215513,-233061,-247430
RECAL 3 0 9999 64 4 80,-723,-33098,-32185,-31341,-30565,-29865,-29236,-28659,-28145,-27691,-27286,-26957,-26671,-26445,-26268,-26142,-26082,-26060,-26099,-26182,-26311,-26484,-26721,-26987,-27294,-27648,-28056,-28490,-28970,-29493,-30056,-30644,-31278,-31941
RECAL 3 1 -660 64 4 80,-2754,-267593,-264063,-256008,-236381,-207577,-176822,-144339,-115675,-91022,-70070,-52859,-39420,-29626,-23451,-20796,-21670,-25968,-33505,-44421,-58567,-75826,-95961,-118826,-144067,-171151,-196159,-220497,-241550,-256962,-265306,-269052,-270139,-271037
RECAL 3 0 9999 64 4 80,-2378,-114089,-102156,-91152,-81125,-71788,-63294,-55651,-999999,-42863,-37680,-33300,-29698,-26875,-24870,-23657,-23255,-23627,-24792,-26737,-29424,-32934,-37212,-42291,-48137,-54838,-62334,-70678,-79808,-89705,-100434,-112095,-124731,-138394
RECAL 3 1 -2318 64 4 80,-2793,-270385,-269425,-268566,-265768,-256265,-999999,-200912,-168704,-136848,-109449,-86172,-66905,-51097,-38842,-30163,-24955,-23215,-24837,-29850,-38245,-49979,-65009,-83295,-104497,-128670,-155382,-183438,-208644,-232759,-251456,-262767,-267832,-269899
RECAL 3 0 9999 64 4 80,-2454,-121414,-107911,-95491,-84089,-73631,-64142,-55715,-48073,-41369,-35562,-30654,-26649,-23520,-21290,-19943,-19472,-19854,-21089,-23186,-26109,-29889,-34526,-39938,-46306,-53543,-61685,-999999,-80726,-91643,-103538,-116573,-130819,-146293
RECAL 3 1 -2394 64 4 80,-2177,-220292,-195474,-170400,-144182,-120447,-99223,-80488,-64116,-50125,-38507,-29202,-22125,-17257,-14585,-14078,-15737,-19512,-25299,-33276,-43312,-55377,-69458,-85422,-103168,-122593,-143700,-166048,-187396,-207857,-227224,-243535,-255924,-263731
RECAL 3 0 9999 64 4 80,-2355,-106335,-94200,-83009,-72696,-63277,-54716,-46933,-40040,-34003,-28837,-24509,-21025,-18388,-16582,-15579,-15381,-15988,-17403,-19618,-22652,-26480,-31095,-36455,-42584,-49535,-57275,-65852,-75269,-85564,-96539,-108642,-121720,-135811
RECAL 3 1 -2296 64 4 80,-1309,-96404,-85049,-74515,-64839,-56040,-48109,-41045,-34813,-29492,-24924,-21172,-18244,-16098,-14748,-14183,-14393,-15361,-17072,-19521,-22695,-26591,-31202,-36510,-42490,-49093,-56438,-64451,-73084,-82344,-92157,-102550,-113429,-124949
RECAL 3 0 9999 64 4 80,-2370,-102218,-90429,-79335,-69134,-59816,-999999,-43846,-37150,-31283,-26210,-21958,-18548,-15953,-14203,-13271,-13150,-13834,-15294,-17579,-20645,-24521,-29204,-34691,-40985,-48088,-56008,-64691,-74195,-84567,-95790,-107977,-121155,-135337
RECAL 3 1 -2311 64 4 80,1175,-78575,-69264,-60594,-52716,-45542,-39001,-33169,-27990,-23518,-19717,-16627,-14271,-12588,-11624,-11387,-11889,-13113,-15082,-17824,-21368,-25710,-30840,-36779,-43500,-51045,-59365,-68487,-78243,-88898,-100247,-112353,-125140,-138582
RECAL 3 0 9999 64 4 80,-2360,-105113,-93349,-82537,-72595,-63519,-55287,-47881,-41210,-35362,-30325,-26090,-22659,-20011,-18151,-17059,-16759,-17204,-18421,-20391,-23135,-26630,-30896,-35929,-41652,-999999,-55376,-63401,-72228,-81854,-92312,-103583,-115650,-128791
RECAL 3 1 -2300 64 4 80,2044,-258785,-245503,-224668,-200406,-176658,-151223,-128049,-107186,-88602,-72116,-57983,-45934,-35936,-28012,-22175,-18412,-16744,-17160,-19693,-24352,-31154,-40089,-51189,-64379,-79668,-96968,-116460,-137818,-160687,-183998,-205209,-225732,-243194
RECAL 3 0 9999 64 4 80,-2333,-103397,-92266,-82030,-72643,-64096,-56351,-49391,-43193,-37828,-33117,-29121,-25854,-23317,-21478,-20360,-19955,-20249,-21243,-22919,-25272,-28306,-32045,-36476,-41572,-47313,-53836,-61086,-69069,-77753,-87207,-97362,-108342,-120284
RECAL 3 1 -2273 64 4 80,2649,-270595,-270322,-269350,-267509,-260275,-239976,-209641,-178170,-145756,-117429,-93388,-72600,-55269,-41381,-30862,-23706,-19906,-19517,-22512,-28863,-38588,-51684,-68161,-87960,-110974,-137267,-166142,-194636,-222630,-245503,-260115,-266443,-269327
RECAL 3 0 9999 64 4 80,2218,-122549,-110431,-99227,-88958,-79482,-70847,-63054,-55927,-49561,-43910,-38990,-34792,-31318,-28536,-26494,-25145,-24507,-24570,-25356,-26856,-29085,-32049,-35721,-40180,-45409,-51416,-58239,-65892,-74400,-83809,-94143,-105559,-118032
RECAL 3 1 2284 64 4 80,-2771,-269758,-268045,-265562,-260149,-247027,-223071,-192015,-160124,-129291,-102573,-79970,-61286,-46497,-35462,-28083,-24405,-24331,-27827,-34818,-45188,-58931,-75599,-95412,-117939,-142782,-169334,-193858,-217797,-238912,-255075,-264235,-269020,-270133
RECAL 3 0 9999 64 4 80,2130,-109881,-98409,-87802,-77934,-68909,-60623,-53108,-46282,-40167,-34745,-30020,-25984,-22653,-19969,-17979,-16682,-16083,-16188,-16990,-18504,-20740,-23755,-27497,-32018,-37307,-43374,-50260,-57950,-66378,-75763,-86058,-97231,-109418
RECAL 3 1 2195 64 4 80,-2161,-237351,-219819,-199086,-177590,-152832,-129374,-107809,-88402,-71176,-56262,-43669,-33403,-25432,-19810,-16337,-15090,-16034,-19140,-24373,-31734,-41127,-52666,-66192,-81570,-98557,-117044,-136701,-157192,-178137,-196009,-214395,-231449,-246239
RECAL 3 0 9999 64 4 80,2219,-122931,-110231,-98396,-87502,-77404,-68142,-59801,-52179,-45328,-39270,-33994,-29490,-25759,-22825,-20662,-19292,-18692,-18862,-19818,-21565,-24124,-27481,-31622,-36651,-42517,-49264,-56895,-65441,-74915,-85335,-96777,-109375,-123010
RECAL 3 1 2284 64 4 80,-1271,-92701,-82094,-72243,-63177,-54949,-47530,-40963,-35257,-30343,-26221,-22877,-20296,-18497,-17429,-17109,-17514,-18659,-20501,-23072,-26331,-30284,-34918,-40234,-46281,-52960,-60274,-68204,-76716,-85752,-95249,-105094,-115460,-126183
RECAL 3 0 9999 64 4 80,2112,-108019,-96656,-86141,-76327,-67230,-58907,-51334,-44453,-38338,-32974,-28299,-24314,-21026,-18441,-16541,-15345,-14858,-15068,-16005,-17656,-20045,-23175,-27048,-31693,-37103,-43364,-50472,-58406,-67197,-76892,-87473,-98930,-111219
RECAL 3 1 2177 64 4 80,1184,-106230,-95664,-85647,-76146,-67228,-58970,-51356,-44410,-38276,-32750,-27946,-23887,-20539,-17962,-16149,-15102,-14828,-15366,-16712,-18882,-21887,-25728,-30419,-35950,-42241,-49478,-57540,-66443,-76157,-86637,-97786,-109664,-122143
RECAL 3 0 9999 64 4 80,2198,-117529,-105220,-93764,-83138,-73227,-64165,-55877,-48397,-41698,-35767,-30598,-26225,-22566,-19636,-17454,-16035,-15375,-15462,-16319,-17946,-20341,-23514,-27477,-32254,-37839,-44263,-51554,-59662,-68754,-78765,-89777,-101711,-114751
RECAL 3 1 2264 64 4 80,2050,-246720,-232228,-215002,-195973,-177088,-155292,-134067,-113923,-95289,-78401,-63268,-999999,-38863,-29748,-22777,-17932,-15304,-14835,-16612,-20661,-27044,-35753,-46806,-60222,-76119,-94298,-114518,-136508,-159713,-182897,-202995,-222446,-238922
RECAL 3 0 9999 64 4 80,2193,-121966,-110241,-99372,-89363,-80082,-71515,-63726,-56690,-50428,-44870,-40066,-35987,-32656,-29988,-28017,-26769,-26223,-26395,-27290,-28921,-31277,-34340,-38146,-42708,-48028,-54143,-61047,-68818,-77313,-86796,-97124,-108485,-120871
RECAL 3 1 2258 64 4 80,2650,-270899,-270146,-268670,-264518,-256290,-241166,-220274,-195492,-169664,-141813,-116391,-93327,-73304,-56459,-42947,-32817,-26146,-22995,-23429,-27455,-35179,-46695,-62124,-81584,-104941,-132259,-162551,-192644,-220681,-242420,-256352,-263744,-267611
RECAL 3 0 9999 64 4 80,-263,-18208,-18160,-18122,-18099,-18080,-18067,-18061,-18066,-18065,-18062,-18081,-18104,-18124,-18149,-18183,-18210,-18250,-18291,-18334,-18381,-18419,-18473,-18514,-18574,-18624,-18682,-18742,-18798,-18856,-18911,-18971,-19034,-19087
RECAL 3 1 -238 64 4 80,2615,-269322,-267132,-261581,-250855,-233263,-210758,-185711,-158319,-131119,-106239,-84134,-64788,-48672,-35897,-26484,-20505,-18044,-19145,-23874,-32197,-44419,-60547,-80685,-104712,-132539,-163656,-193594,-220924,-242016,-255947,-263788,-268028,-270227
RECAL 3 0 9999 64 4 80,-169,-12630,-12634,-12641,-12644,-12662,-12673,-12692,-12710,-12724,-12750,-12768,-12788,-12813,-12837,-12854,-12882,-12905,-12932,-12953,-12981,-13005,-13039,-13062,-13088,-13110,-13132,-13159,-13177,-13201,-13223,-13237,-13257,-13271
RECAL 3 1 -169 64 4 80,1996,-242012,-227038,-209204,-190170,-170653,-149070,-128123,-108372,-90196,-73587,-58787,-45958,-35117,-26417,-19694,-15095,-12666,-12403,-14326,-18508,-24923,-33608,-44446,-57480,-72655,-89938,-108969,-129697,-151607,-173854,-193655,-212929,-230531
RECAL 3 0 9999 64 4 80,-732,-18256,-17357,-16550,-15806,-15142,-14552,-14044,-13593,-13225,-12913,-12669,-12494,-12382,-12330,-12346,-12408,-12540,-12730,-12979,-13274,-13636,-14046,-14518,-15030,-15593,-16214,-16881,-17591,-18356,-19158,-20002,-20892,-21831
RECAL 3 1 -679 64 4 80,1096,-99424,-89772,-80544,-71818,-63638,-56017,-48950,-42406,-36492,-31189,-26523,-22494,-19127,-16414,-14391,-13019,-12328,-12329,-13028,-14434,-16562,-19420,-23011,-27276,-32273,-37986,-44431,-51646,-59537,-68158,-77366,-87331,-97879
RECAL 3 0 9999 64 4 80,261,-12532,-12476,-12429,-12380,-12346,-12330,-12316,-12307,-12309,-12326,-12347,-12384,-12433,-12493,-12565,-12653,-12744,-12868,-12987,-13123,-13286,-13458,-13656,-13860,-14080,-14324,-14589,-14869,-15168,-15488,-15831,-16190,-16579
RECAL 3 1 289 64 4 80,-1367,-128131,-114432,-101489,-89367,-78024,-67554,-58081,-49407,-41640,-34815,-28903,-23909,-19805,-16595,-14278,-12848,-12305,-12639,-13863,-15931,-18864,-22642,-27185,-32590,-38765,-45737,-53443,-61872,-71009,-80781,-91112,-101837,-113045
RECAL 3 0 9999 64 4 80,-659,-22492,-21894,-21351,-20854,-20424,-20057,-19730,-19467,-19242,-19066,-18947,-18865,-18830,-18847,-18891,-18998,-19135,-19318,-19523,-19786,-20078,-20405,-20770,-21171,-21614,-22096,-22585,-23128,-23693,-24278,-24917,-25570,-26264
RECAL 3 1 -610 64 4 80,-2205,-224372,-202464,-179791,-153808,-129020,-106329,-86047,-68145,-52993,-40172,-29851,-21998,-16589,-13607,-13001,-14735,-18776,-25011,-33445,-44015,-56703,-71358,-87870,-106024,-125383,-146145,-167634,-187651,-206568,-224714,-240562,-253210,-262076
RECAL 3 0 9999 64 4 80,204,-19254,-19203,-19153,-19119,-999999,-19016,-18984,-18978,-18965,-18952,-18944,-18950,-18955,-18977,-18986,-19016,-19051,-19095,-19136,-19197,-19269,-19341,-19423,-19518,-19625,-19737,-19857,-19998,-20137,-20301,-20462,-20641,-20830
RECAL 3 1 245 64 4 80,-2808,-269950,-268492,-266139,-261255,-249821,-226201,-193919,-160849,-999999,-101121,-77743,-58404,-43055,-31519,-23699,-19538,-18875,-21726,-28032,-37740,-50794,-67096,-86557,-109094,-134300,-161527,-188216,-213272,-236023,-253523,-263962,-268449,-270217
RECAL 3 0 9999 64 4 80,-2307,-103890,-93180,-83283,-74257,-66097,-58773,-52226,-46485,-41490,-37264,-33799,-31063,-29032,-27696,-27092,-27164,-27939,-29395,-31581,-34439,-38023,-42316,-47289,-53007,-59464,-66646,-74689,-83514,-93087,-103527,-114834,-127010,-140230
RECAL 3 1 -2250 64 4 80,-2764,-268381,-266147,-260215,-242942,-213683,-181325,-147744,-118263,-93093,-72009,-54710,-41135,-31110,-24727,-21959,-22725,-26975,-34674,-45785,-60249,-77708,-98422,-122122,-148467,-176797,-202199,-226706,-246616,-259797,-265947,-269270,-270679,-271167
RECAL 3 0 9999 64 4 80,-2381,-103767,-91683,-80683,-70640,-61618,-53453,-46197,-39802,-34259,-29564,-25707,-22656,-20390,-18964,-18335,-18519,-19498,-21285,-23871,-27247,-31372,-36339,-42100,-48696,-56092,-64358,-73478,-83459,-94236,-105903,-999999,-132083,-146753
RECAL 3 1 -2324 64 4 80,-2164,-258374,-247436,-230674,-208725,-185093,-159701,-135304,-113122,-93353,-75949,-60846,-48107,-37669,-29483,-23610,-19858,-18317,-18926,-21678,-26581,-33582,-42661,-53988,-67343,-82671,-99814,-118646,-138988,-160383,-182046,-200811,-219509,-236254
RECAL 3 0 9999 64 4 80,-2304,-99348,-87904,-77265,-67556,-58809,-50963,-43957,-37822,-32528,-28065,-24402,-21541,-19441,-18113,-17555,-17743,-18705,-20375,-22845,-26048,-30010,-34733,-40203,-46437,-53422,-61272,-69966,-79418,-89708,-100779,-112733,-125593,-139394
RECAL 3 1 -2247 64 4 80,-1277,-103591,-92058,-81336,-71429,-62361,-54153,-46796,-40275,-34616,-29776,-25731,-22471,-19979,-18256,-17269,-17042,-17534,-18764,-20700,-23376,-26748,-30814,-35570,-41029,-47198,-54066,-61590,-69784,-78580,-87929,-97812,-108234,-118965
RECAL 3 0 9999 64 4 80,-2402,-106021,-93001,-81270,-70557,-60823,-52130,-44366,-37550,-31626,-26637,-22457,-19142,-16677,-15066,-14310,-14385,-15291,-17037,-19630,-23069,-27346,-32467,-38439,-45241,-52942,-61368,-70809,-81141,-92345,-104505,-117633,-131793,-146996
RECAL 3 1 -2345 64 4 80,1178,-111817,-100556,-89997,-80049,-70762,-62114,-54178,-46924,-40381,-34532,-29470,-25073,-21414,-18488,-16307,-14888,-14245,-14368,-15287,-17026,-19586,-22979,-27215,-32303,-38228,-45017,-52598,-61099,-70494,-80720,-91741,-103502,-116019
